File CtrSize ShiftRatio PInd ShiftRatioPaired PPaired PGaussCtr Spont Baserate1 Amplitude1 GaussCtr1 GaussSD1 Freq1 Phase1 Baserate2 Amplitude2 GaussCtr2 GaussSD2 Freq2 Phase2
 m3c838r8.htb  14.0000  -0.0966   0.5257   0.0976   0.3041   0.5428   2.1262  52.7601  22.3299  -0.0464   0.7823   0.3340  -0.3074  54.2340  26.8157   0.0174   0.7823   0.3340  -0.3074
 m3c838r8.htb  14.0000  -0.0641   0.7148   0.0428   0.5314   0.6327   2.1262  53.3364  21.7844  -0.1445   0.8138   0.3340  -0.5509  56.9083  27.9045  -0.1070   0.8138   0.3340  -0.5509
 m3c838r8.htb  14.0000  -0.0341   0.3146   0.0008   0.6544   0.2106   2.1262  55.4773  24.5222  -0.0221   0.9056   0.3340  -0.3932  57.4816  26.2420  -0.0438   0.9056   0.3340  -0.3932
 m3c841r8.htb   8.0000  -0.1544   0.0766   0.1262   0.1080   0.1179   1.0631  24.3057  27.1650   0.1827   0.8940   0.2285  -0.9533  23.7779  30.3580   0.2664   0.8940   0.2285  -0.9533
 m3c841r8.htb   8.0000   0.1073   0.0020   0.2096   0.0005   0.1653   1.0631  22.7757  31.7587   0.2060   0.7727   0.2109   5.3478  26.9832  25.5735   0.4180   0.7727   0.2109   5.3478
 m3c841r8.htb   8.0000   0.0883   0.2031   0.1474   0.0204   0.8798   1.0631  25.0731  29.6257   0.0910   0.8059   0.2285   5.1553  35.6273  15.9422   0.2723   0.8059   0.2285   5.1553
 m3c841r8.htb   8.0000   0.0230   0.1915   0.0729   0.0430   0.5573   1.0631  26.4465  26.0109   0.0569   0.8794   0.2637  -1.1653  33.7818  12.2060   0.2161   0.8794   0.2637  -1.1653
 m3c841r8.htb   8.0000   0.2700   0.1676   0.2107   0.2173   0.1769   1.0631  18.8234  30.5321   0.8182   1.0487   0.2109  -6.2832  24.7317  21.8979   0.9073   1.0487   0.2109  -6.2832
 m3c841r8.htb   8.0000   0.1029   0.2226   0.1402   0.4267   0.1682   1.0631  21.2518  27.5214   0.8216   1.2329   0.2285  -6.2832  34.1296  12.9135   0.9015   1.2329   0.2285  -6.2832
 m3c841r8.htb   8.0000  -0.0801   0.0456   0.0467   0.5932   0.0247   1.0631  21.8973  26.9280   0.8178   1.2717   0.2352  -6.2832  32.2580  10.3073   0.8791   1.2717   0.2352  -6.2832
 m3c841r8.htb   8.0000   0.0538   0.5911   0.0507   0.2905   0.6374   1.0631  25.3110  23.4001   0.6357   0.8615   0.2109  -0.5019  33.4168  15.1699   0.6140   0.8615   0.2109  -0.5019
 m3c841r8.htb   8.0000   0.0694   0.0809  -0.0702   0.5937   0.0465   1.0631  24.4464  23.1096   0.8925   0.9416   0.2186  -6.2832  31.0110  12.0533   0.8344   0.9416   0.2186  -6.2832
 m3c841r8.htb   8.0000   0.0890   0.7899  -0.1586   0.9368   0.6397   1.0631  37.0103  15.7882   0.0947   0.8162   0.2285  -1.4440  34.3956  13.7085   0.0859   0.8162   0.2285  -1.4440
 m3c843r6.htb   8.0000   0.1000   0.7107  -0.0494   0.6146   0.5986   1.9934   9.0032   6.8897  -0.3475   0.7177   0.2988  -0.2147  10.8763   9.0322  -0.4072   0.7177   0.2988  -0.2147
 m3c843r6.htb   8.0000   0.0225   0.4735  -0.0294   0.7485   0.3331   1.9934  10.0006   5.0273  -0.3594   1.1873   0.3164  -0.2518  11.8813   6.6158  -0.4019   1.1873   0.3164  -0.2518
 m3c843r6.htb   8.0000  -0.0638   0.9711  -0.0152   0.9184   0.9166   1.9934  12.1593   6.4746  -0.3199   1.3415   0.2988  -0.0405  11.8796   6.3415  -0.3066   1.3415   0.2988  -0.0405
 m3c844r6.htb   6.0000   0.2245   0.0299   0.3995   0.1341   0.0373   1.0631  15.5966  12.7782  -0.4117   0.8498   0.3340  -0.0984  16.9375   9.4654  -0.2369   0.8498   0.3340  -0.0984
 m3c844r6.htb   6.0000   0.1067   0.1901  -0.0036   0.9992   0.1075   1.0631  13.5676  19.9103  -0.3149   0.3421   0.2988  -0.0096  17.7701  15.6614  -0.3148   0.3421   0.2988  -0.0096
 m3c844r6.htb   6.0000  -0.0336   0.8685  -0.0601   0.8982   0.7448   1.0631  17.4503   7.8150  -0.2803   1.3084   0.2988  -0.1506  19.9944   9.3607  -0.2624   1.3084   0.2988  -0.1506
 m3c849r6.htb   8.0000   0.0307   0.0365   0.1504   0.3614   0.0248   2.7907   8.5451   4.9959   1.0301   6.4000   0.3339  -6.2832   9.3102   5.3812   1.1181   6.4000   0.3339  -6.2832
 m3c849r6.htb   8.0000   0.1472   0.0712   3.0387   0.0481   0.1901   2.7907   8.7540   5.6425  -1.6000   3.2870   0.3439  -5.6197  10.1767   6.3180   1.4319   3.2870   0.3439  -5.6197
 m3c849r6.htb   8.0000  -0.0053   0.2536  -1.8406   0.4274   0.1953   2.7907   8.4538   5.0725   1.1386   6.4000   0.3605  -5.8447   9.3168   5.2922  -1.6000   6.4000   0.3605  -5.8447
 m3c849r6.htb   8.0000   0.2575   0.2007   0.1110   0.6254   0.1267   2.7907   9.4255   5.4199   1.1798   6.4000   0.3185  -6.2832  10.4217   5.7083   1.2249   6.4000   0.3185  -6.2832
 m3c849r6.htb   8.0000   0.0072   0.0944  -2.9673   0.2848   0.0800   2.7907   9.2580   5.5473   1.3960   4.7712   0.3385  -5.6577   9.4670   5.3956  -1.6000   4.7712   0.3385  -5.6577
 m3c849r6.htb   8.0000  -0.2312   0.2805  -5.9586   0.1101   0.4670   2.7907  10.1591   6.1644   1.3478   3.5504   0.3499  -5.7568   9.4906   5.6926  -1.6000   3.5504   0.3499  -5.7568
 m3c850r6.htb   8.0000   0.0514   0.2537  -0.0384   0.4832   0.1845   9.4352  24.8830  26.1927   0.2947   0.2576   0.5107   1.6063  24.0970  21.2936   0.2474   0.2576   0.5107   1.6063
 m3c850r6.htb   8.0000   0.0171   0.1097  -0.0486   0.3890   0.0794   9.4352  25.1237  23.5323   0.2452   0.3345   0.3652   1.6635  24.6527  19.0166   0.1997   0.3345   0.3652   1.6635
 m3c850r6.htb   8.0000   0.0746   0.6205   0.0860   0.1012   1.0000   9.4352  24.0518  25.9760   0.1607   0.3195   0.3652   1.4110  22.1271  26.1927   0.2384   0.3195   0.3652   1.4110
 m3c850r6.htb   8.0000   0.0286   0.2371   0.0588   0.1004   0.4131   9.4352  23.7817  24.8656   0.1346   0.3185   0.3827   1.3326  23.5080  19.9136   0.2258   0.3185   0.3827   1.3326
 m3c850r6.htb   8.0000  -0.0215   0.0847   0.0237   0.3305   0.0652   9.4352  24.7315  16.8036   0.3396   0.2665   0.6498   2.0057  25.2191  19.0166   0.3809   0.2665   0.6498   2.0057
 m3c850r6.htb   8.0000   0.1059   0.0838   0.1315   0.0205   0.4015   9.4352  23.8459  16.7588   0.2162   0.2766   0.6600   1.4825  22.6663  26.1927   0.3226   0.2766   0.6600   1.4825
 m3c850r6.htb   8.0000   0.0539   0.0123  -0.0496   0.0327   0.0407   9.4352  23.9200  24.7575   0.1970   0.1430   1.3744   1.5624  23.1694  19.6819   0.1216   0.1430   1.3744   1.5624
 m3c850r6.htb   8.0000   0.2129   0.0157   0.3275   0.0329   0.0523   9.4352  24.2626  19.0166   0.1567   0.3304   0.3652   1.5492  22.7900  26.1927   0.2808   0.3304   0.3652   1.5492
 m3c850r6.htb   8.0000   0.0883   0.0014   0.1578   0.0340   0.0043   9.4352  24.3198  19.0166   0.1573   0.3511   0.3752   1.5517  24.2166  17.3476   0.2890   0.3511   0.3752   1.5517
 m3c850r6.htb   8.0000  -0.0593   0.9161  -0.0425   0.8854   0.8178   9.4352  21.6038  26.1927   0.1957   0.3238   0.3723   1.2759  23.3135  19.9136   0.2037   0.3238   0.3723   1.2759
